sample_index,toi,tid,tfopwg_disp,pl_orbper,pl_tranmid,pl_trandurh,pl_trandep,st_tmag,st_teff,st_rad,ra,dec,toi_created,rowupdate,label,search_status,spoc_120_available,n_sectors,group_fold,split,manifest_index,selected_sector,status,global_nan_count,local_nan_count,n_clean_points,global_interpolated_percent,local_interpolated_percent,max_interpolated_percent,sample_file
1004,3176.01,389999924,FP,4.7606207,2460015.719284,5.9420443,7813.8313853,12.6453,6213.0,1.1804399,160.108553,-62.685964,2021-06-04 13:54:21,2025-12-11 16:00:01,0,ok,True,3,9,train,1055,63,success,0,0,18357,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3176_01.npz
1005,3181.01,372596796,FP,3.5366743,2458617.031866,2.697,13180.0,12.298,5971.0,1.14,151.49954,-66.897501,2021-06-04 13:54:21,2024-08-22 10:08:01,0,ok,True,1,11,train,1056,90,success,0,0,18696,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3181_01.npz
1006,3189.01,361998994,FP,1.84996,2458622.189194,2.954,9350.0,13.6447,6320.0,1.37,145.2336,-63.487213,2021-06-04 13:54:23,2025-05-04 12:04:17,0,ok,True,1,15,validation,1057,63,success,0,0,18357,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3189_01.npz
1007,3725.01,339250695,FP,4.7262208,2460287.858395,3.2344044,9512.9165619,13.135,5947.0,1.1428699,84.789937,60.424358,2021-06-23 15:18:26,2024-09-10 10:08:02,0,ok,True,2,8,train,1058,59,success,0,0,16268,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3725_01.npz
1008,3728.01,116257066,FP,6.5019596,2459545.961039,3.078,7130.0,11.1843,13253.0,,85.151086,34.796663,2021-06-23 15:18:27,2024-08-22 10:08:01,0,ok,True,4,10,train,1059,43,success,0,0,16199,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3728_01.npz
1009,373.01,9032368,FP,1.632,2458355.67942,1.466,5500.0,13.2889,5997.0,1.11,355.901919,-11.26957,2018-12-20 19:43:30,2026-03-05 10:08:02,0,ok,True,2,6,train,1060,29,success,0,0,14785,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_373_01.npz
1010,320.01,188593930,FP,1.46503,2458354.27607,1.145,3162.12,12.3574,5912.5,0.88,345.522623,-16.360699,2018-12-20 19:43:30,2021-12-06 16:02:02,0,ok,True,2,3,train,1061,29,success,0,0,14888,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_320_01.npz
1011,3205.01,322862882,FP,1.2361087,2459359.464532,1.139,19760.0,13.364,4313.2,0.59,218.476437,-24.652822,2021-06-04 13:54:25,2024-08-22 10:08:01,0,ok,True,1,6,train,1062,91,success,0,0,10985,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3205_01.npz
1012,3733.01,321436679,FP,2.1263167,2460286.361991,2.6213684,7318.4567789,12.6396,6361.4,2.2823701,83.140649,57.623092,2021-06-23 15:18:27,2024-09-10 10:08:02,0,ok,True,2,17,test,1063,59,success,0,0,16393,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3733_01.npz
1013,3740.01,87597187,FA,2.0449361,2458838.028588,2.732,29540.0,12.878,6247.6,1.22,81.57825,47.073781,2021-06-23 15:18:28,2024-08-22 10:08:01,0,ok,True,2,4,train,1064,59,success,0,0,16575,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3740_01.npz
1014,3742.01,286696848,FP,8.9279009,2458835.622721,3.278,49560.0,12.8814,3916.0,0.67,72.799655,50.096898,2021-06-23 15:18:28,2024-08-22 10:08:01,0,ok,True,2,2,train,1065,59,success,0,0,16545,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3742_01.npz
1015,3746.01,284747017,FP,1.8012697,2458839.923433,3.182,1800.0,11.7603,4570.0,0.75,78.040149,34.750032,2021-06-23 15:18:29,2024-08-22 10:08:01,0,ok,True,4,19,test,1066,43,success,0,0,16254,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3746_01.npz
1016,2933.01,29336129,FP,1.6363822,2459989.636228,5.2796046,2383.8690387,12.5246,6361.0,1.6787,132.871698,-47.739206,2021-06-04 01:29:29,2024-09-08 10:08:02,0,ok,True,2,18,test,1067,62,success,0,0,17367,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2933_01.npz
1017,2936.01,22020459,FP,1.3328042,2459988.479583,2.75,1960.0,12.5961,6561.0,1.67,147.853628,-25.593913,2021-06-04 01:29:30,2024-08-22 10:08:01,0,ok,True,1,0,train,1068,62,success,0,0,15284,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2936_01.npz
1018,294.01,188570092,CP,7.327945,2459457.973621,2.896,13710.0,11.3875,4521.0,0.79,339.02584,-17.000305,2018-12-20 19:43:30,2022-09-21 10:10:02,1,ok,True,3,14,validation,1069,42,success,0,0,9655,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_294_01.npz
1019,2944.01,340700241,FP,7.7925448,2459967.138723,2.902988,16339.5347863,13.3106,6307.0,1.44678,116.957847,-56.764275,2021-06-04 01:29:31,2025-12-11 10:08:01,0,ok,True,8,14,validation,1070,61,success,0,0,15532,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2944_01.npz
1020,2947.01,374847873,FP,2.0391741,2459332.080551,0.849,5740.0,12.5964,5371.5,,151.064827,-63.377022,2021-06-04 01:29:32,2024-08-22 10:08:01,0,ok,True,1,5,train,1071,90,success,0,0,19274,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2947_01.npz
1021,3216.01,306547699,FP,2.6985136,2459356.241304,4.856,13510.0,13.1235,3922.8,,179.457833,-62.327546,2021-06-04 13:54:26,2025-03-19 12:04:32,0,ok,True,1,8,train,1072,64,success,0,0,18854,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3216_01.npz
1022,3217.01,309436531,FP,3.2136333,2459383.966929,1.875,7810.0,12.3297,6189.4,1.25,138.805858,-79.774383,2021-06-04 13:54:26,2024-08-22 10:08:01,0,ok,True,1,8,train,1073,93,success,0,0,15446,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3217_01.npz
1023,3218.01,305739565,CP,3.3704313,2459329.334304,4.608,5610.0,12.885,5765.0,1.85,206.026527,-32.522975,2021-06-04 13:54:26,2025-04-21 12:03:49,1,ok,True,2,8,train,1074,64,success,0,0,17283,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3218_01.npz
1024,3220.01,304950588,FP,7.4316274,2459350.857352,3.868,13740.0,13.2566,3505.0,,178.357087,-61.097733,2021-06-04 13:54:27,2025-04-19 12:03:12,0,ok,True,1,1,train,1075,64,success,0,0,18854,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3220_01.npz
1025,3221.01,303883880,FP,0.8970184,2459359.59881,2.434,12070.0,13.3733,,,177.688743,-62.75265,2021-06-04 13:54:27,2024-08-22 10:08:01,0,ok,True,1,9,train,1076,64,success,0,0,18854,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3221_01.npz
1026,349.01,382474101,FP,2.6520851,2460184.497818,3.8534062,10671.4743296,10.179,6054.0,,12.274291,-52.046528,2018-12-20 19:43:30,2026-02-25 16:00:02,0,ok,True,2,6,train,1077,2,success,0,0,17347,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_349_01.npz
1027,3497.01,21113347,KP,4.218076,2459310.816804,3.5060865,7882.0701205,11.4007,5780.0,1.0,186.787304,-48.978411,2021-06-21 18:48:11,2025-08-29 16:00:02,1,ok,True,5,6,train,1078,37,success,0,0,15825,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3497_01.npz
1028,3753.01,467783290,FP,3.6502527,2459521.512909,2.506,9000.0,12.4332,6630.3,1.95,62.618611,32.306767,2021-06-23 15:18:30,2024-08-22 10:08:01,0,ok,True,4,17,test,1079,43,success,0,0,15591,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3753_01.npz
1029,3755.01,281196902,CP,5.5455798,2460291.216212,3.1170996,8040.2832674,12.079,5354.0,1.07607,69.747261,66.671209,2021-06-23 15:18:31,2025-01-20 12:03:29,1,ok,True,3,8,train,1080,59,success,0,0,16276,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3755_01.npz
1030,3757.01,445751830,CP,3.4391954,2459911.667339,1.6681096,32914.4087358,13.1858,3902.0,0.637223,91.003642,55.019979,2021-06-23 15:18:31,2024-09-07 10:08:02,1,ok,True,3,4,train,1081,59,success,0,0,16393,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3757_01.npz
1031,3759.01,27244707,FP,1.6882863,2458838.180194,2.636,5190.0,12.816,,,65.615413,46.536013,2021-06-23 15:18:31,2024-08-22 10:08:01,0,ok,True,1,14,validation,1082,59,success,0,0,16468,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3759_01.npz
1032,295.01,327952677,KP,3.3969441,2459090.143839,2.4148687,10192.131158,12.141,5864.0,1.27071,359.091858,-13.271638,2018-12-20 19:43:30,2024-04-25 10:08:01,1,ok,True,3,8,train,1083,29,success,0,0,14752,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_295_01.npz
1033,2951.01,304025075,FP,3.0290563,2460016.529835,3.3148084,22300.1175043,13.417,,,140.738354,-68.83153,2021-06-04 01:29:32,2025-12-11 10:08:01,0,ok,True,4,19,test,1084,63,success,0,0,17167,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2951_01.npz
1034,2953.01,469184909,FP,1.2926975,2460042.142618,2.592,6460.0,12.4794,,,148.534383,-57.048538,2021-06-04 01:29:33,2025-12-11 16:00:01,0,ok,True,3,19,test,1085,63,success,0,0,18358,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2953_01.npz
1035,2958.01,463203560,FP,1.9905105,2460014.553417,2.62,2270.0,10.6758,6211.0,1.07,153.250338,-58.763396,2021-06-04 01:29:34,2024-11-18 16:02:01,0,ok,True,3,5,train,1086,63,success,0,0,18358,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2958_01.npz
1036,2959.01,462162963,FP,1.3550447,2458593.752907,1.945,3710.0,12.3935,14466.0,,150.368272,-59.851711,2021-06-04 01:29:34,2024-08-22 10:08:01,0,ok,True,1,2,train,1087,90,success,0,0,19274,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2959_01.npz
1037,2963.01,441334829,FP,4.4433921,2459991.660646,3.414,6480.0,12.5449,7664.0,1.23,145.150907,-55.815548,2021-06-04 01:29:35,2024-08-22 10:08:01,0,ok,True,1,6,train,1088,62,success,0,0,16852,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2963_01.npz
1038,3235.01,243641947,CP,2.5926199,2459355.554021,1.269,78210.0,13.2486,3375.0,0.37,207.473849,-46.066514,2021-06-04 13:54:29,2024-08-22 10:08:01,1,ok,True,3,5,train,1089,64,success,0,0,18853,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3235_01.npz
1039,3503.01,459850897,FP,1.1882681,2460772.766105,1.9593251,2800.5248692,10.2726,8405.0,1.78789,163.714472,-58.569285,2021-06-21 18:48:12,2025-12-11 16:00:01,0,ok,True,6,14,validation,1090,37,success,0,0,17338,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3503_01.npz
1040,3504.01,117689799,FP,2.1570462,2459771.874948,2.3436622,17928.3672773,11.6006,5863.0,1.04535,300.735006,24.435135,2021-06-23 15:10:46,2024-09-07 10:08:02,0,ok,True,2,7,train,1091,54,success,0,0,15068,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3504_01.npz
1041,3507.01,86451883,FP,1.7561019,2458708.663596,2.858,11010.0,13.3911,4896.0,0.81,298.561279,32.425717,2021-06-23 15:10:46,2024-08-22 10:08:01,0,ok,True,6,13,train,1092,54,success,0,0,14499,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3507_01.npz
1042,3508.01,278968371,FP,1.2997811,2458707.691822,2.35,7140.0,12.4162,6053.0,1.61,290.079022,21.371475,2021-06-23 15:10:46,2024-08-22 10:08:01,0,ok,True,1,5,train,1093,54,success,0,0,14038,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3508_01.npz
1043,351.01,228381868,KP,3.4654953,2459091.364241,4.1612558,5884.1905569,12.0719,5570.3,1.77738,357.580647,-17.077595,2018-12-20 19:43:30,2024-03-14 16:54:32,1,ok,True,3,4,train,1094,29,success,0,0,14658,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_351_01.npz
1044,3512.01,40779013,FP,1.7113115,2458708.891857,1.562,9840.0,11.8744,6845.2,,293.480154,34.573742,2021-06-23 15:10:47,2024-08-22 10:08:01,0,ok,True,2,1,train,1095,54,success,0,0,17898,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3512_01.npz
1045,3781.01,470974162,FP,3.2583798,2459603.239373,2.196,4800.0,12.3794,4992.1,0.9,110.878729,50.349524,2021-06-23 15:20:11,2024-08-22 10:08:01,0,ok,True,1,14,validation,1096,47,success,0,0,16605,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3781_01.npz
1046,3785.01,458419328,CP,4.6747218,2459604.77275,1.61,8200.0,12.4963,3502.0,0.5,130.900226,63.078077,2021-06-23 15:20:12,2024-08-22 10:08:01,1,ok,True,2,15,validation,1097,47,success,0,0,16455,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3785_01.npz
1047,2967.01,103245940,FP,3.2517862,2459301.699712,4.373,18310.0,13.0742,5824.0,0.92,156.596157,-44.177389,2021-06-04 01:29:35,2024-08-22 10:08:01,0,ok,True,1,18,test,1098,90,success,0,0,16760,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2967_01.npz
1048,297.01,115242351,FP,5.6748327,2459093.605469,1.783,8390.2038219,13.1099,4871.0,1.09429,6.17695,-36.114458,2018-12-20 19:43:30,2026-06-26 16:00:02,0,ok,True,3,4,train,1099,29,success,0,0,14828,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_297_01.npz
1049,2977.01,361343239,CP,2.3505698,2459331.527877,2.768,11210.0,11.9383,5356.0,1.22,143.926518,-60.357476,2021-06-04 01:29:37,2024-08-22 10:08:01,1,ok,True,3,4,train,1100,63,success,0,0,18358,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2977_01.npz
1050,2981.01,287145649,CP,3.6015056,2459302.719029,3.024,13630.0,12.7533,6055.0,1.03,163.487394,-25.524599,2021-06-04 01:29:38,2025-04-21 12:03:49,1,ok,True,2,3,train,1101,63,success,0,0,17088,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2981_01.npz
1051,3524.01,106224626,FP,3.3418892,2458731.298955,2.084,24860.0,13.4979,4874.0,0.8,301.078777,34.398008,2021-06-23 15:11:37,2024-08-22 10:08:01,0,ok,True,4,12,train,1102,74,success,0,0,18788,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3524_01.npz
1052,3525.01,373576942,FP,0.8912218,2458731.568477,1.846,9160.0,12.8424,6245.0,1.59,320.427977,37.822833,2021-06-23 15:11:37,2024-08-22 10:08:01,0,ok,True,5,17,test,1103,55,success,0,0,15367,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3525_01.npz
1053,3526.01,89876424,FP,1.5380702,2458733.088312,2.226,8770.0,13.3403,6125.0,2.06,301.520846,34.315352,2021-06-23 15:11:37,2024-08-22 10:08:01,0,ok,True,5,19,test,1104,55,success,0,0,18750,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3526_01.npz
1054,3528.01,67247610,FP,1.9740614,2460340.791704,2.1627229,19601.2829646,13.134,3633.7,,311.862231,37.117833,2021-06-23 15:11:38,2024-09-06 10:08:02,0,ok,True,3,15,validation,1105,55,success,0,0,13497,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3528_01.npz
1055,383.01,167418898,FP,10.9803025,2459367.920446,1.659,2390.0,10.2401,5951.0,1.27,99.609604,-67.656396,2019-01-16 19:24:30,2025-05-21 16:00:01,0,ok,True,29,16,validation,1106,1,success,0,0,18279,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_383_01.npz
1056,3837.01,308073360,CP,11.8886495,2459613.379817,4.803,7800.0,11.366,5773.9,1.21,152.666283,24.273121,2021-06-23 15:20:57,2025-04-21 12:03:49,1,ok,True,3,19,test,1107,45,success,0,0,16437,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3837_01.npz
1057,384.01,155995204,FP,9.30734,2458357.58381,4.683,42774.4,13.5281,5819.0,1.35,7.658562,-52.049331,2018-12-20 19:43:30,2021-12-07 16:02:02,0,ok,True,2,10,train,1108,28,success,0,0,13676,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_384_01.npz
1058,3843.01,841226527,FP,19.5112506,2458883.544637,3.896,4080.0,11.4794,,,150.891937,67.990378,2021-06-23 15:20:58,2024-08-22 10:08:01,0,ok,True,5,6,train,1109,40,success,8,0,19611,3.9800995024875623,0.0,3.9800995024875623,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3843_01.npz
1059,3845.01,156816238,FP,2.1461672,2459632.687208,1.942,14110.0,12.7553,6046.0,1.41,140.462178,38.618961,2021-06-23 15:20:58,2024-08-22 10:08:01,0,ok,True,1,12,train,1110,48,success,0,0,15402,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3845_01.npz
1060,2987.01,141631253,FP,1.6709011,2459963.201995,2.2820392,1210.5574745,10.8521,7051.0,1.2684,129.802678,-44.370051,2021-06-04 01:29:39,2024-09-08 10:08:02,0,ok,True,2,10,train,1111,61,success,0,0,15986,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2987_01.npz
1061,2999.01,34505005,FP,5.1627718,2459302.434183,3.139,19050.0,12.9093,6749.0,1.08,146.921503,-46.86526,2021-06-04 01:29:41,2024-08-22 10:08:01,0,ok,True,2,10,train,1112,62,success,0,0,16989,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2999_01.npz
1062,3261.01,358070912,CP,0.8831279,2460014.96281,1.651686,2068.0674877,12.4923,5151.4,0.86,47.728524,-73.531972,2021-06-04 14:05:33,2025-04-21 12:03:49,1,ok,True,11,16,validation,1113,63,success,0,0,16500,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3261_01.npz
1063,3534.01,27916356,KP,3.2346944,2459421.606981,3.5710893,10156.5613928,12.6877,5613.0,1.3147399,296.837248,48.239969,2021-06-23 15:11:39,2024-09-06 10:08:02,1,ok,True,6,13,train,1114,41,success,0,0,18322,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3534_01.npz
1064,3536.01,27844066,FP,1.8532983,2458732.821053,1.197,10790.0,12.5299,6292.8,,296.414319,51.161973,2021-06-23 15:11:39,2024-08-22 10:08:01,0,ok,True,2,6,train,1115,54,success,0,0,17897,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3536_01.npz
1065,3537.01,294599100,FP,5.6133922,2459440.870522,1.424,15850.0,12.6275,5848.0,1.07,302.284347,49.154874,2021-06-23 15:11:39,2024-08-22 10:08:01,0,ok,True,1,19,test,1116,54,success,0,0,17895,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3537_01.npz
1066,3540.01,17865622,CP,3.1198404,2459826.736428,1.7646723,8016.8009531,10.9541,6011.2,1.13476,328.911371,28.1795,2021-06-23 15:11:40,2024-09-06 10:08:02,1,ok,True,3,4,train,1117,56,success,0,0,19612,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3540_01.npz
1067,3541.01,291147951,FP,2.5313956,2459444.951847,3.128,9640.0,13.3888,5854.0,1.13,310.121327,25.336895,2021-06-23 15:11:40,2024-08-22 10:08:01,0,ok,True,1,14,validation,1118,82,success,0,0,18137,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_3541_01.npz
